Object ID,Pathways,Chimeric?,Common-Name,Credits,Data-Source,Engineered?,Enzymes-Not-Used,Hypothetical-Reactions,In-Pathway,Key-Reactions,Names,Primary-Products,Primary-Reactants,Rate-Limiting-Step,Reaction-List,Regulated-By,Score,Species,Sub-Pathways,Synonyms,Taxonomic-Range,Variants?,Super-Pathways,Link
PWY-5480,PWY-5480,,pyruvate fermentation to ethanol I,SRI // caspi,,,,,FERMENTATION-PWY // P461-PWY // P441-PWY // PWY4LZ-257,,pyruvate fermentation to ethanol I // pyruvic acid fermentation to ethanol I,FORMATE // ETOH,PYRUVATE,,ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // PYRUVFORMLY-RXN,,,TAX-3055 // TAX-272562 // TAX-1501 // TAX-511145 // TAX-73818 // TAX-1301,,pyruvic acid fermentation to ethanol I,TAX-3041 // TAX-4751 // TAX-2,,FERMENTATION-PWY // P461-PWY // P441-PWY // PWY4LZ-257,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5480
PWY-5486,PWY-5486,,pyruvate fermentation to ethanol II,SRI // caspi,,,,,PWY-7345 // PWY4LZ-257,RXN-6161,pyruvate fermentation to ethanol II // pyruvic acid fermentation to ethanol II,CARBON-DIOXIDE // ETOH,PYRUVATE,,RXN-6161 // ALCOHOL-DEHYDROG-RXN,,,TAX-434 // TAX-5061 // TAX-3055 // TAX-1491 // TAX-1267 // TAX-552 // TAX-3847 // TAX-5141 // TAX-4932 // TAX-4896 // TAX-4577 // TAX-542,,pyruvic acid fermentation to ethanol II,TAX-4751 // TAX-2 // TAX-33090,,PWY-7345 // PWY4LZ-257,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5486
PWY-6587,PWY-6587,,pyruvate fermentation to ethanol III,SRI // caspi,,,,,PWY-6594,,pyruvate fermentation to ethanol III // pyruvic acid fermentation to ethanol III,CARBON-DIOXIDE // ETOH,PYRUVATE,,PYRUFLAVREDUCT-RXN // ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN,,,TAX-1488 // TAX-272562 // TAX-1501,,pyruvic acid fermentation to ethanol III,TAX-2,,PWY-6594,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6587
PWY-6863,PWY-6863,,pyruvate fermentation to hexanol (engineered),SRI // caspi,,T,CPLX-7355 // THLCLOS-CPLX,,,,pyruvate fermentation to hexanol (engineered) // pyruvic acid fermentation to hexanol (engineered),CARBON-DIOXIDE // HEXANOL-CMPD,ACETYL-COA // PYRUVATE,,RXN-12567 // RXN-11667 // RXN-12558 // HEXANOL-RXN // RXN-12568 // RXN-12559 // RXN-12570 // RXN-12565 // PYRUFLAVREDUCT-RXN // RXN-11662 // ACETYL-COA-ACETYLTRANSFER-RXN,,,TAX-1488 // TAX-272562 // TAX-1520 // TAX-169679 // TAX-106590 // TAX-511145 // TAX-3039,,pyruvic acid fermentation to hexanol (engineered),TAX-2759 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6863
PWY-7111,PWY-7111,,pyruvate fermentation to isobutanol (engineered),SRI // caspi,,T,CPLX-7009,,,,pyruvate fermentation to isobutanol (engineered) // isobutanol biosynthesis // pyruvic acid fermentation to isobutanol (engineered),CARBON-DIOXIDE // ISOBUTANOL,PYRUVATE,,RXN-7657 // RXN-7643 // DIHYDROXYISOVALDEHYDRAT-RXN // ACETOLACTREDUCTOISOM-RXN // ACETOLACTSYN-RXN,,,TAX-1423 // TAX-511145 // TAX-1358 // TAX-1245 // TAX-585 // TAX-4932 // TAX-100226 // TAX-2265 // ORG-6221,,isobutanol biosynthesis // pyruvic acid fermentation to isobutanol (engineered),TAX-2157 // TAX-2759 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7111
P108-PWY,P108-PWY,,pyruvate fermentation to propanoate I,SRI // caspi // O-18 // pellegrini-toole,,,,,PWY-5088,2.1.3.1-RXN,pyruvate fermentation to propanoate I // succinate-propionate fermentation pathway // pyruvate fermentation to propionate I // succinate-propanoate fermentation pathway // pyruvic acid fermentation to propanoic acid I,PROPIONATE,PYRUVATE,,MALATE-DEH-RXN // 2.1.3.1-RXN // METHYLMALONYL-COA-MUT-RXN // METHYLMALONYL-COA-EPIM-RXN // RXN0-268 // R601-RXN // FUMHYDR-RXN,,,TAX-894 // TAX-865 // TAX-29543 // TAX-1748 // TAX-1747 // TAX-64702 // TAX-1744 // TAX-1752,,succinate-propionate fermentation pathway // pyruvate fermentation to propionate I // succinate-propanoate fermentation pathway // pyruvic acid fermentation to propanoic acid I,TAX-2,,PWY-5088,HTTPS://metacyc.org/pathway?orgid=META&id=P108-PWY
PWY-7545,PWY-7545,,pyruvate to cytochrome <i>bd</i> oxidase electron transfer,O0-13 // amackie,,,APP-UBIOX-CPLX,,,,pyruvate to cytochrome <i>bd</i> oxidase electron transfer // pyruvate oxidation pathway // pyruvic acid to cytochrome <i>bd</i> oxidase electron transfer,,,,RXN0-5266 // RXN-11496,,,,,pyruvate oxidation pathway // pyruvic acid to cytochrome <i>bd</i> oxidase electron transfer,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7545
PWY-7544,PWY-7544,,pyruvate to cytochrome <i>bo</i> oxidase electron transfer,O0-13 // amackie,,,,,,,pyruvate to cytochrome <i>bo</i> oxidase electron transfer // pyruvic acid to cytochrome <i>bo</i> oxidase electron transfer,,,,RXN0-5268 // RXN-11496,,,TAX-511145,,pyruvic acid to cytochrome <i>bo</i> oxidase electron transfer,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7544
PWY-8450,PWY-8450,T,pyruvate-derived opine biosynthesis I (bacteria),SRI // caspi,,,,,,,pyruvate-derived opine biosynthesis I (bacteria),,,,RXN-14860 // 1.5.1.11-RXN // D-LYSOPINE-DEHYDROGENASE-RXN,,,TAX-190386,,,TAX-227290,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8450
PWY-7351,PWY-7351,T,pyruvate-derived opine biosynthesis II (marine invertebrates),SRI // fulcher,,,,,,,pyruvate-derived opine biosynthesis II (marine invertebrates),CPD-309 // CPD-310 // CPD-312 // CPD-311 // CPD-305,PYRUVATE // ARG // L-ALPHA-ALANINE // GLY // B-ALANINE // TAURINE,,BETA-ALANOPINE-DEHYDROGENASE-RXN // TAUROPINE-DEHYDROGENASE-RXN // STROMBINE-DEHYDROGENASE-RXN // ALANOPINE-DEHYDROGENASE-RXN // 1.5.1.11-RXN,,,TAX-148819 // TAX-65494 // TAX-57622 // TAX-157699 // TAX-29159 // TAX-6062 // TAX-37772 // TAX-31216 // TAX-167828 // TAX-74491 // TAX-7594 // TAX-100774 // TAX-6579 // TAX-55567,,,TAX-7586 // TAX-6040 // TAX-6073 // TAX-33317,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7351
PWY-8057,PWY-8057,,pyruvoyl group formation from L-serine,SRI // caspi,,,,,,,pyruvoyl group formation from L-serine,CPD0-2654,,,RXN-20653 // RXN-20656 // RXN-20654 // RXN-20655,,,,,,TAX-2759 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8057
PWY-8078,PWY-8078,,quebrachitol biosynthesis,PMN // xu,,,,,,,quebrachitol biosynthesis,,,,RXN-20799 // MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN,,,TAX-151069,,,TAX-91827,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8078
PWY-7192,PWY-7192,,quercetin diglycoside biosynthesis (pollen-specific),O-28 // hartmut,,,,,,,quercetin diglycoside biosynthesis (pollen-specific),,,,RXN-14110 // RXN-14109,,,TAX-4102,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7192
PWY-7137,PWY-7137,,quercetin gentiotetraside biosynthesis,O-28 // hartmut,,,,,,,quercetin gentiotetraside biosynthesis,,,,RXN1F-462 // RXN-13799 // RXN-13798 // RXN-13797,,,TAX-4058 // TAX-37656 // TAX-128735,,,TAX-3398,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7137
PWY-7129,PWY-7129,,quercetin glucoside biosynthesis (<i>Allium</i>),O-28 // hartmut,,,,RXN-13767,,,quercetin glucoside biosynthesis (<i>Allium</i>),,,,RXN-13767 // RXN-8271 // RXN-13766 // RXN1F-462 // RXN-13765 // RXN-10788 // RXN-8264,,,TAX-4679,,,TAX-58024,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7129
PWY-7133,PWY-7133,,quercetin glucoside degradation (<i>Allium</i>),O-28 // hartmut,,,,,,,quercetin glucoside degradation (<i>Allium</i>),CPD-520,CPD-14753,,RXN-13785 // RXN-13784,,,TAX-4679,,,TAX-58024,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7133
PWY-5321,PWY-5321,,quercetin glycoside biosynthesis (Arabidopsis),O-28 // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,PWY-6266,,quercetin glycoside biosynthesis (Arabidopsis),,,,RXN-14000 // RXN-14012 // RXN-13797 // RXN-14011 // RXNQT-4161 // RXNQT-4162 // RXN-8271 // RXN-8268 // RXN-8267 // RXN-8265 // RXN-8264 // RXN1F-462,,,ORG-5993,,,TAX-3700,,PWY-6266,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5321
PWY-6199,PWY-6199,,quercetin sulfate biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // karthik,,,,,PWY-6266,,quercetin sulfate biosynthesis // quercetin sulphate biosynthesis,,,,RXN-10244 // RXN-8262 // RXN-10138 // RXN-10132 // RXN-10131 // RXN-10130 // 2.8.2.28-RXN // 2.8.2.27-RXN // 2.8.2.26-RXN // FLAVONOL-3-SULFOTRANSFERASE-RXN,,,TAX-4224 // TAX-4228 // ORG-5993,,quercetin sulphate biosynthesis,TAX-33090,,PWY-6266,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6199
PWY-7173,PWY-7173,,quercetin triglucoside biosynthesis,O-28 // hartmut,,,,,,,quercetin triglucoside biosynthesis,,,,RXN-14000 // RXN-14001 // RXN1F-462,,,TAX-3888,,,TAX-3803,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7173
PWY-6700,PWY-6700,,queuosine biosynthesis I (<i>de novo</i>),SRI // caspi // keseler,,,,,,,queuosine biosynthesis I (<i>de novo</i>),,,,RXN-12104 // RXN0-1342 // RXN0-1321 // RXN0-4022,,,TAX-224308 // TAX-511145 // TAX-85962,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6700
PWY-8105,PWY-8105,,queuosine biosynthesis II (queuine salvage),SRI // caspi,,,,,,,queuosine biosynthesis II (queuine salvage),,,,QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN,,,TAX-813 // TAX-9606,,,TAX-33090 // TAX-33208 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8105
PWY-8106,PWY-8106,,queuosine biosynthesis III (queuosine salvage),SRI // caspi,,,,,,,queuosine biosynthesis III (queuosine salvage),,,,RXN-21034 // RXN-21033 // RXN-12104 // RXN0-1342 // RXN0-1321,,,TAX-1496 // TAX-1502 // TAX-1898203 // TAX-33038,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8106
QUINATEDEG-PWY,QUINATEDEG-PWY,,quinate degradation I,SRI // caspi,,,,,PWY-2504 // PWY-6954,,quinate degradation I,3-4-DIHYDROXYBENZOATE,QUINATE,,3-DEHYDROQUINATE-DEHYDRATASE-RXN // DHSHIKIMATE-DEHYDRO-RXN // 1.1.99.25-RXN,,,TAX-62977 // TAX-442,,,TAX-2,,PWY-2504 // PWY-6954,HTTPS://metacyc.org/pathway?orgid=META&id=QUINATEDEG-PWY
PWY-6416,PWY-6416,,quinate degradation II,SRI // caspi,,,,,,,quinate degradation II,3-4-DIHYDROXYBENZOATE,QUINATE,,QUINATE-5-DEHYDROGENASE-RXN // 3-DEHYDROQUINATE-DEHYDRATASE-RXN // DHSHIKIMATE-DEHYDRO-RXN,,,TAX-340322 // TAX-1718 // TAX-1814 // TAX-162425 // TAX-5141,,,TAX-1239 // TAX-201174 // TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6416
PWY-7705,PWY-7705,,quinolinone B biosynthesis,SRI // caspi // O-28 // hartmut,,,,,,,quinolinone B biosynthesis,,,,RXN-23362 // RXN-23347 // RXN-23348 // RXN-23349 // RXN-16982 // RXN-16981 // RXN-16980 // RXN-16979,,,TAX-162425 // TAX-293382,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7705
PWY-7734,PWY-7734,,quinoxaline-2-carboxylate biosynthesis,SRI // caspi,,,,,,RXN-17145 // RXN-17144,quinoxaline-2-carboxylate biosynthesis // quinoxaline-2-carboxylic acid biosynthesis,,,,RXN-17154 // RXN-17153 // RXN-17152 // RXN-17145 // RXN-17144 // RXN-17150 // RXN-17149 // RXN-17148 // RXN-17147 // RXN-17146,,,TAX-284637 // TAX-324833 // TAX-45399,,quinoxaline-2-carboxylic acid biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7734
PWY-6405,PWY-6405,,Rapoport-Luebering glycolytic shunt,SRI // caspi,,,,,,,Rapoport-Luebering glycolytic shunt,,,,RXN-15511 // BISPHOSPHOGLYCERATE-MUTASE-RXN // RXN-11102,,,TAX-9606 // TAX-44689,,,TAX-8782 // TAX-40674 // TAX-33083,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6405
PWY-5393,PWY-5393,,raspberry ketone biosynthesis,O-28 // pujar // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,raspberry ketone biosynthesis,,,,RXN-8459 // RXN-8458,,,TAX-83819 // TAX-137221 // TAX-32247,,,TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5393
DETOX1-PWY-1,DETOX1-PWY-1,,reactive oxygen species degradation,SRI // brito // caspi // O-18 // riley // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,GLUTATHIONE-PEROXIDASE-RXN,reactive oxygen species degradation // removal of superoxide radicals,,,,DETOX1-PWY // RXN-12540 // GLUTATHIONE-PEROXIDASE-RXN // CATAL-RXN // SUPEROX-DISMUT-RXN,,,TAX-9606,DETOX1-PWY,removal of superoxide radicals,TAX-2 // TAX-2157 // TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=DETOX1-PWY-1
PWY-6324,PWY-6324,,rebeccamycin biosynthesis,SRI // caspi,,,,,,,rebeccamycin biosynthesis,,,,RXN-18336 // RXN-16966 // RXN-10842 // RXN-10843 // RXN-10845 // RXN-10846 // RXN-10847,,,TAX-68170,,,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6324
CODH-PWY,CODH-PWY,,reductive acetyl coenzyme A pathway I (homoacetogenic bacteria),SRI // caspi // O-18 // pellegrini-toole,,,,,PWY-6146,1.2.7.4-RXN // FORMATE-DEHYDROGENASE-NADP+-RXN,reductive acetyl coenzyme A pathway I (homoacetogenic bacteria) // Wood pathway // acetate synthesis // acetyl-CoA pathway // carbon monoxide dehydrogenase pathway // carbon fixation // CO<SUB>2</SUB> fixation // Ljungdahl-Wood pathway // Wood-Ljungdahl pathway // reductive acetyl CoA pathway,ACETYL-COA,CARBON-DIOXIDE,,RXN-21797 // 1.2.7.4-RXN // METHYLENETHFDEHYDROG-NADP-RXN // FORMATETHFLIG-RXN // METHENYLTHFCYCLOHYDRO-RXN // RXN-22438 // RXN-5061 // ACETYLSYNCLTH-RXN // METHCOCLTH-RXN // FORMATE-DEHYDROGENASE-NADP+-RXN,,,TAX-2382 // TAX-52690 // TAX-33952 // TAX-33035 // TAX-1497 // TAX-1736 // TAX-1525 // TAX-112901 // TAX-2377 // TAX-84037 // TAX-1487,,Wood pathway // acetate synthesis // acetyl-CoA pathway // carbon monoxide dehydrogenase pathway // carbon fixation // CO<SUB>2</SUB> fixation // Ljungdahl-Wood pathway // Wood-Ljungdahl pathway // reductive acetyl CoA pathway,TAX-2157 // TAX-2,,PWY-6146,HTTPS://metacyc.org/pathway?orgid=META&id=CODH-PWY
PWY-7784,PWY-7784,,reductive acetyl coenzyme A pathway II (autotrophic methanogens),SRI // caspi,,,,,PWY-6142,,reductive acetyl coenzyme A pathway II (autotrophic methanogens) // acetyl-CoA pathway (autotrophic methanogens) // Ljungdahl-Wood pathway (autotrophic methanogens) // Wood-Ljungdahl pathway (autotrophic methanogens) // reductive acetyl CoA pathway (autotrophic methanogens),ACETYL-COA,CARBON-DIOXIDE,,RXN-22566 // METHELENE-THMPT-OXI-RXN // H2-METHYLENE-THMPT-DEHYDRO-RXN // 3.5.4.27-RXN // 2.3.1.101-RXN // FORMYLMETHANOFURAN-DEHYDROGENASE-RXN,,,TAX-2234 // TAX-2210 // TAX-145262,,acetyl-CoA pathway (autotrophic methanogens) // Ljungdahl-Wood pathway (autotrophic methanogens) // Wood-Ljungdahl pathway (autotrophic methanogens) // reductive acetyl CoA pathway (autotrophic methanogens),TAX-183988 // TAX-224756 // TAX-183939 // TAX-183925 // TAX-2157,,PWY-6142,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7784
PWY-8303,PWY-8303,,reductive glycine pathway of autotrophic CO<sub>2</sub> fixation,SRI // caspi,,,,,,,reductive glycine pathway of autotrophic CO<sub>2</sub> fixation // carbon fixation VI // glycine synthase-reductase pathway,,,,ACETATE--COA-LIGASE-RXN // ACETATEKIN-RXN // METHYLENETHFDEHYDROG-NADP-RXN // PYRUFLAVREDUCT-RXN // RXN-7566 // GCVMULTI-RXN // METHENYLTHFCYCLOHYDRO-RXN // FORMATETHFLIG-RXN // 1.2.2.3-RXN,,,TAX-332101 // TAX-876,,carbon fixation VI // glycine synthase-reductase pathway,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8303
PWY-5493,PWY-5493,,reductive monocarboxylic acid cycle,SRI // caspi,,,,,,PYRUFLAVREDUCT-RXN // PYRUVFORMLY-RXN,reductive monocarboxylic acid cycle // reductive monocarboxylate cycle,,,,PYRUFLAVREDUCT-RXN // PYRUVFORMLY-RXN,,,TAX-1488 // TAX-1492 // TAX-1534 // TAX-1501 // TAX-1525,,reductive monocarboxylate cycle,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5493
P23-PWY,P23-PWY,,reductive TCA cycle I,O-18 // pellegrini-toole,,,,,,ATP-CITRATE-PRO-S--LYASE-RXN,reductive TCA cycle I // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle,,,,PYRUVATE-CARBOXYLASE-RXN // R601-RXN // MALATE-DEH-RXN // ISOCITDEH-RXN // PYRUFLAVREDUCT-RXN // ATP-CITRATE-PRO-S--LYASE-RXN // ACONITATEDEHYDR-RXN // ACONITATEHYDR-RXN // 2-OXOGLUTARATE-SYNTHASE-RXN // SUCCCOASYN-RXN // FUMHYDR-RXN,,,TAX-2714 // TAX-162154 // TAX-1097 // TAX-115852 // TAX-1092 // TAX-2291 // TAX-2277 // TAX-70771 // TAX-39766 // TAX-2271,,reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle,TAX-200940 // TAX-29547 // TAX-3052 // TAX-1224 // TAX-2157 // TAX-68336 // TAX-200783,,,HTTPS://metacyc.org/pathway?orgid=META&id=P23-PWY
PWY-5392,PWY-5392,,reductive TCA cycle II,SRI // caspi,,,,,,RXN-7929 // CITRATE--COA-LIGASE-RXN,reductive TCA cycle II // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle,ACETYL-COA,CARBON-DIOXIDE,,R601-RXN // MALATE-DEH-RXN // R23-RXN // RXN-8457 // RXN-7929 // CITRATE--COA-LIGASE-RXN // PYRUFLAVREDUCT-RXN // ACONITATEDEHYDR-RXN // ACONITATEHYDR-RXN // 2-OXOGLUTARATE-SYNTHASE-RXN // SUCCCOASYN-RXN // FUMHYDR-RXN,,,TAX-63363 // TAX-940,,reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle,TAX-200783,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5392
PWY-8410,PWY-8410,,representative whole plasma arachidonate-derived icosanoids I,SRI // caspi,,,,,,,representative whole plasma arachidonate-derived icosanoids I,,,,1.1.1.232-RXN // 2.3.1.23-RXN // RXN-23558 // ARACHIDONATE-8-LIPOXYGENASE-RXN // RXN-23433 // ARACHIDONATE-15-LIPOXYGENASE-RXN // RXN66-490 // ARACHIDONATE-5-LIPOXYGENASE-RXN // RXN-20570 // RXN-22994 // ARACHIDONATE-12-LIPOXYGENASE-RXN // RXN-20569 // RXN-23432,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8410
PWY-8411,PWY-8411,,representative whole plasma arachidonate-derived icosanoids II,SRI // caspi,,,,,,,representative whole plasma arachidonate-derived icosanoids II,,,,RXN-23570 // RXN-23569 // RXN-23568 // RXN-23567 // RXN-23566 // RXN-23565 // RXN-23564 // RXN-23563 // 1.1.1.232-RXN // ARACHIDONATE-8-LIPOXYGENASE-RXN // RXN-23433 // ARACHIDONATE-15-LIPOXYGENASE-RXN // RXN66-490 // ARACHIDONATE-5-LIPOXYGENASE-RXN // RXN-20570 // RXN-22994 // ARACHIDONATE-12-LIPOXYGENASE-RXN // RXN-20569 // RXN-23432,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8411
PWY-8412,PWY-8412,,representative whole plasma DHA-derived icosanoids,SRI // caspi,,,,,,,representative whole plasma DHA-derived icosanoids,,,,RXN-23571 // RXN-23575 // RXN-23574 // RXN-23573 // RXN-23572 // RXN-23007 // RXN-23504 // RXN-23503 // RXN-23501 // RXN-23510 // RXN-23511 // RXN-23023,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8412
PWY-8413,PWY-8413,,representative whole plasma EPA-derived icosanoids,SRI // caspi,,,,,,,representative whole plasma EPA-derived icosanoids,,,,RXN-23562 // RXN-23478 // RXN-23477 // RXN-23515,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8413
PWY66-397,PWY66-397,,resolvin D biosynthesis,SRI // caspi // brito,,,,,,,resolvin D biosynthesis,,,,RXN-16138 // RXN-16206 // RXN66-512 // RXN66-518 // RXN66-519 // RXN66-513 // RXN66-514 // RXN66-515 // RXN66-516 // RXN66-510 // RXN66-511,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY66-397
P343-PWY,P343-PWY,,resorcinol degradation,SRI // caspi // O-18 // pellegrini-toole,,,,,,,resorcinol degradation,3-KETO-ADIPATE,CPD-623,,RXN-17557 // RXN-10137 // MALEYLACETATE-REDUCTASE-RXN,,,TAX-196627 // TAX-1718,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=P343-PWY
PWY-84,PWY-84,,resveratrol biosynthesis,O-28 // THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,,,resveratrol biosynthesis,,,,RXN-7578 // RXN-7577 // RXN-7575 // RXN-87,,,TAX-3818 // TAX-3258 // TAX-23110 // TAX-83819 // TAX-205071 // TAX-29760,,,TAX-78536,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-84
PWY-6667,PWY-6667,,resveratrol degradation,O-28 // pujar,,,,,,,resveratrol degradation // stilbene degradation in fungi,CPD-7616 // 4-HYDROXYBENZALDEHYDE,CPD-83,,RXN-11899,,,TAX-5270,,stilbene degradation in fungi,TAX-33154,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6667
PWY-6872,PWY-6872,,retinoate biosynthesis I,SRI // caspi,,,ENSG00000114113-MONOMER,,,,retinoate biosynthesis I // retinoic acid biosynthesis,,,,RXN-12549 // RXN-12585 // RXN-12581 // RXN-12548,,,TAX-9606,,retinoic acid biosynthesis,TAX-33208,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6872
PWY-6875,PWY-6875,,retinoate biosynthesis II,SRI // caspi,,,ENSG00000114113-MONOMER,,,,retinoate biosynthesis II // retinoic acid biosynthesis,,,,RXN-12549 // RETINAL-OXIDASE-RXN // RXN-12548,,,TAX-9606,,retinoic acid biosynthesis,TAX-33208,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6875
PWY-6857,PWY-6857,,retinol biosynthesis,SRI // caspi,,,,,,,retinol biosynthesis // vitamin A biosynthesis // retinal biosynthesis // retinoid biosynthesis,,,,RXN-13374 // RXN-12549 // RXN-12579 // 2.3.1.135-RXN // RXN-12548 // RXN-12575 // RXN-10841,,,TAX-9606,,vitamin A biosynthesis // retinal biosynthesis // retinoid biosynthesis,TAX-33208,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6857
PWY-7960,PWY-7960,,rhabduscin biosynthesis,SRI // caspi,,,,,,,rhabduscin biosynthesis,,,,RXN-19261 // RXN-19266 // RXN-19293,,,TAX-29488 // TAX-406817,,,TAX-1236,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7960
PWY-6769,PWY-6769,,rhamnogalacturonan type I degradation I,SRI // caspi,,,,,,,rhamnogalacturonan type I degradation I,D-GALACTURONATE // L-rhamnopyranose // D-galactopyranose // L-arabinofuranose,Rhamnogalacturonans-I,,RXN-19759,,,TAX-5053 // TAX-5061 // TAX-224308 // TAX-556,,,TAX-2 // TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6769
PWY-6771,PWY-6771,,rhamnogalacturonan type I degradation II (bacteria),SRI // caspi,,,,,,,rhamnogalacturonan type I degradation II (bacteria),CPD-13122 // L-rhamnopyranose,Rhamnogalacturonans-I,,RXN-12268 // RXN-12174 // RXN-12173,,,TAX-86029 // TAX-224308,,,TAX-2 // TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6771
PWY-6648,PWY-6648,,rhamnolipid biosynthesis,SRI // fulcher,,,,,,,rhamnolipid biosynthesis,,,,RXN-11764 // RXN-11763 // RXN-11762,,,TAX-471 // TAX-337 // TAX-41899 // TAX-28450 // TAX-57975 // TAX-61645 // TAX-158836 // TAX-66269 // TAX-287 // TAX-652611 // TAX-208964 // TAX-43263 // TAX-587753 // TAX-416340 // TAX-417620 // TAX-303 // TAX-416339 // TAX-1646 // TAX-290335,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6648
PWY-761,PWY-761,,rhizobactin 1021 biosynthesis,SRI // caspi // O-18 // pellegrini-toole,,,,,,,rhizobactin 1021 biosynthesis,,,,RXN-19518 // RXN-683 // 4.1.1.86-RXN // RXN-685 // RXN-684 // RXN-682 // R101-RXN,,,ORG-6005,,,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-761
PWY-7906,PWY-7906,,rhizobitoxine biosynthesis,SRI // caspi,,,,,,,rhizobitoxine biosynthesis,,,,RXN-18801 // RXN-18802,,,TAX-29448 // TAX-375 // TAX-28092 // TAX-347,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7906
